ticker,company,score,quality_grade,expected_gain_%,analyst_upside_%,hist_win_rate,hist_avg_return_%,hist_trades,rs_vs_spy,rs_vs_sector,sector,csp_signal,csp_reason,profile,risk_flags,action,confidence,rsi,day_%,month_%,revenue_$B,institutional_%,entry,stop_loss,target1,target2,risk_reward,rr_pass,suggested_shares,position_value,covered_call,cash_secured_put
DVA,DaVita Inc.,70.9,B,20.2,23.8,1.0,3.57,1,-13.1,-27.5,Healthcare,,no meaningful dip today,opportunity,high short interest (13%); high leverage (D/E 1242%); golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,High,28.3,1.5,-25.3,14.01,,176.5,166.8,189.44,218.42857,1.33,False,25,4412.5,Sell 2026-09-18 $180 call ~$3.85 (33% ann.),Sell 2026-09-18 $175 put ~$4.75 (41% ann.)
IESC,"IES Holdings, Inc.",69.6,A,21.5,35.8,0.5,55.69,2,-47.4,-49.2,Industrials,moderate,down -5.4% today; 36% upside to target; limited dip history,opportunity,high short interest (10%); near 52-week low (support test / falling knife); high beta (1.8); golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,Medium,23.4,-5.4,-57.1,3.99,,324.12,232.21,446.66,440.0,1.33,False,2,648.24,Sell 2026-09-18 $325 call ~$24.65 (116% ann.),Sell 2026-09-18 $320 put ~$18.10 (86% ann.)
APP,Applovin Corporation,69.3,A,64.8,76.3,0.6,5.4,5,-52.9,-47.8,Communication Services,strong,down -2.3% today; 76% upside to target; historically bounced 60% of 5 similar dips (avg +5.4%),opportunity,near 52-week low (support test / falling knife); high beta (2.5); R:R 1.33 below 1.5 floor,Accumulate,High,28.3,-2.3,-27.7,6.83,,298.59,269.11,337.89,526.3871,1.33,False,8,2388.72,Sell 2026-08-28 $300 call ~$6.55 (267% ann.),Sell 2026-08-28 $298 put ~$6.20 (254% ann.)
MNST,Monster Beverage Corporation,66.0,A,1.1,2.8,1.0,96.02,1,-47.8,-49.0,Consumer Defensive,,no meaningful dip today,opportunity,near 52-week low (support test / falling knife); golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,Low,42.9,2.4,-47.7,9.22,,48.92,34.38,68.31,50.28261,1.33,False,17,831.64,Sell 2026-09-18 $50 call ~$0.80 (25% ann.),Sell 2026-09-18 $49 put ~$1.00 (31% ann.)
EXTR,"Extreme Networks, Inc.",65.7,B,19.9,49.7,0.0,-6.01,4,-17.3,-14.5,Technology,,"down -2.8% with upside signals, but history is against it (bounced only 0% of 4 dips)",opportunity,strong-buy consensus; golden-cross regime; R:R 1.34 below 1.5 floor,Accumulate,Low,32.4,-2.8,-25.3,1.28,,22.38,20.44,24.97,33.5,1.34,False,128,2864.64,Sell 2026-09-18 $23 call ~$1.07 (73% ann.),Sell 2026-09-18 $22 put ~$0.93 (64% ann.)
RRX,Regal Rexnord Corporation,65.0,B,31.8,53.0,0.5,3.88,2,-22.3,-24.1,Industrials,moderate,down -2.1% today; 53% upside to target; limited dip history,opportunity,strong-buy consensus; golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,Medium,31.1,-2.1,-22.8,6.06,,162.72,149.41,180.46,249.0,1.33,False,18,2928.96,Sell 2026-09-18 $165 call ~$6.55 (61% ann.),Sell 2026-09-18 $160 put ~$6.45 (61% ann.)
RBA,"RB Global, Inc.",64.7,A,32.0,53.3,0.0,0.0,0,-23.3,-25.1,Industrials,moderate,down -3.4% today; 53% upside to target; limited dip history,opportunity,near 52-week low (support test / falling knife); golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,Medium,29.5,-3.4,-27.7,4.85,,84.07,78.83,91.06,128.90909,1.33,False,47,3951.29,Sell 2026-09-18 $85 call ~$2.75 (50% ann.),Sell 2026-09-18 $80 put ~$1.00 (19% ann.)
TTD,"The Trade Desk, Inc.",64.3,A,0.4,0.9,0.375,-0.72,8,-39.9,-34.8,Communication Services,,no meaningful dip today,opportunity,high short interest (21%); near 52-week low (support test / falling knife); R:R 1.33 below 1.5 floor,Accumulate,Low,32.3,0.7,-25.8,2.99,,13.27,11.92,15.06,13.38667,1.33,False,185,2454.95,Sell 2026-08-28 $14 call ~$0.22 (202% ann.),Sell 2026-08-28 $13 put ~$0.19 (178% ann.)
BLBD,Blue Bird Corporation,64.2,B,30.7,51.2,0.0,0.0,0,-18.7,-20.5,Industrials,moderate,down -4.8% today; 51% upside to target; limited dip history,opportunity,high short interest (14%); negative free cash flow; small cap (thinner liquidity); strong-buy consensus; golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,Medium,29.3,-4.8,-22.5,1.61,,58.95,54.23,65.25,89.125,1.33,False,52,3065.4,Sell 2026-09-18 $60 call ~$2.15 (55% ann.),Sell 2026-09-18 $55 put ~$0.73 (20% ann.)
LII,"Lennox International, Inc.",63.8,A,16.8,28.1,0.0,-2.12,1,-22.2,-24.0,Industrials,,no meaningful dip today,opportunity,near 52-week low (support test / falling knife); R:R 1.33 below 1.5 floor,Accumulate,Medium,29.5,-0.9,-27.1,5.3,,399.1,375.59,430.45,511.15384,1.33,False,10,3991.0,Sell 2026-09-18 $400 call ~$13.95 (53% ann.),Sell 2026-09-18 $390 put ~$9.60 (37% ann.)
