ticker,company,score,quality_grade,expected_gain_%,analyst_upside_%,hist_win_rate,hist_avg_return_%,hist_trades,rs_vs_spy,rs_vs_sector,sector,csp_signal,csp_reason,profile,risk_flags,action,confidence,rsi,day_%,month_%,revenue_$B,institutional_%,entry,stop_loss,target1,target2,risk_reward,rr_pass,suggested_shares,position_value,covered_call,cash_secured_put
ABNB,"Airbnb, Inc.",78.6,A,19.2,22.6,1.0,4.39,2,-1.5,5.9,Consumer Cyclical,moderate,down -9.8% today; uptrend intact (above EMA200); 23% upside to target; limited dip history,crash,golden-cross regime,Buy,High,27.5,-9.8,-20.9,13.16,89.4,150.43,142.09,161.54,184.35,4.07,True,29,4362.47,Sell 2026-09-25 $152 call ~$1.24 (150% ann.),Sell 2026-09-25 $150 put ~$1.64 (200% ann.)
RSI,"Rush Street Interactive, Inc.",74.2,A,30.8,77.0,0.333,5.3,3,-40.7,-33.3,Consumer Cyclical,,"down -6.2% with upside signals, but history is against it (bounced only 33% of 3 dips)",opportunity,strong-buy consensus; golden-cross regime,Accumulate,Low,19.2,-6.2,-23.4,1.37,,20.24,18.37,22.74,35.83333,8.34,True,133,2691.92,Sell 2026-10-16 $22 call ~$0.45 (35% ann.),Sell 2026-10-16 $20 put ~$1.10 (87% ann.)
RELY,"Remitly Global, Inc.",72.5,A,52.7,62.0,0.667,2.93,3,-15.6,-16.7,Technology,strong,down -7.5% today; 62% upside to target; historically bounced 67% of 3 similar dips (avg +2.9%),opportunity,strong-buy consensus; golden-cross regime,Accumulate,High,29.5,-7.5,-24.9,1.81,,19.97,18.29,22.2,32.33333,7.36,True,148,2955.56,Sell 2026-10-16 $20 call ~$1.05 (83% ann.),Sell 2026-10-16 $19 put ~$0.45 (38% ann.)
PLNT,"Planet Fitness, Inc.",72.0,A,38.2,63.7,1.0,14.7,1,-26.6,-19.2,Consumer Cyclical,moderate,down -12.3% today; 64% upside to target; limited dip history,opportunity,high short interest (13%); near 52-week low (support test),Accumulate,Medium,21.5,-12.3,-23.4,1.3,,41.27,38.1,45.5,67.54118,8.29,True,78,3219.06,Sell 2026-10-16 $42 call ~$1.55 (60% ann.),Sell 2026-10-16 $40 put ~$1.45 (58% ann.)
QNST,"QuinStreet, Inc.",71.9,A,35.6,59.3,0.5,6.4,2,-3.6,-4.2,Communication Services,moderate,down -17.1% today; 59% upside to target; limited dip history,opportunity,high short interest (12%); small cap (thinner liquidity); strong-buy consensus; golden-cross regime,Accumulate,Medium,23.4,-17.1,-30.2,1.29,,14.31,12.92,16.16,22.8,6.11,True,179,2561.49,Sell 2026-10-16 $15 call ~$0.40 (44% ann.),
BKNG,Booking Holdings Inc. Common St,70.8,A,31.8,52.9,1.0,15.12,1,-18.6,-11.1,Consumer Cyclical,moderate,down -7.3% today; 53% upside to target; limited dip history,opportunity,near 52-week low (support test); golden-cross regime,Accumulate,Medium,21.8,-7.3,-26.6,28.24,,156.15,146.14,169.5,238.78378,8.26,True,24,3747.6,Sell 2026-09-25 $160 call ~$1.08 (126% ann.),Sell 2026-09-25 $155 put ~$1.65 (194% ann.)
FRPT,"Freshpet, Inc.",70.3,A,35.9,42.2,0.75,0.77,4,-1.7,4.2,Consumer Defensive,strong,down -3.5% today; 42% upside to target; historically bounced 75% of 4 similar dips (avg +0.8%),opportunity,high short interest (19%); golden-cross regime,Accumulate,High,27.1,-3.5,-22.6,1.18,,59.23,55.52,64.17,84.25,6.74,True,67,3968.41,Sell 2026-10-16 $60 call ~$2.60 (70% ann.),Sell 2026-10-16 $55 put ~$0.95 (27% ann.)
PAY,"Paymentus Holdings, Inc.",69.6,A,29.4,34.6,0.667,5.28,3,22.4,21.4,Technology,strong,down -13.6% today; 35% upside to target; historically bounced 67% of 3 similar dips (avg +5.3%),opportunity,golden-cross regime,Accumulate,High,30.2,-13.6,-25.3,1.36,,29.82,27.03,33.53,40.14286,3.7,True,89,2653.98,Sell 2026-10-16 $32 call ~$1.55 (82% ann.),
EXPE,"Expedia Group, Inc.",69.1,A,17.7,29.6,1.0,1.83,2,-5.2,2.3,Consumer Cyclical,moderate,down -6.9% today; 30% upside to target; limited dip history,opportunity,golden-cross regime,Accumulate,Medium,33.2,-6.9,-22.8,15.7,,261.53,242.97,286.28,338.83334,4.17,True,13,3399.89,Sell 2026-09-25 $265 call ~$3.33 (232% ann.),Sell 2026-09-25 $260 put ~$4.30 (302% ann.)
ENVA,"Enova International, Inc.",69.0,B,25.7,42.8,1.0,13.75,1,-31.8,-28.8,Financial Services,,no meaningful dip today,opportunity,high short interest (10%); high leverage (D/E 337%); strong-buy consensus; golden-cross regime,Accumulate,Medium,23.6,-1.5,-31.8,1.69,,168.82,154.69,187.65,241.0,5.11,True,17,2869.94,Sell 2026-10-16 $170 call ~$6.90 (65% ann.),Sell 2026-10-16 $165 put ~$4.55 (44% ann.)
DY,"Dycom Industries, Inc.",68.2,B,71.6,84.2,1.0,8.27,3,-46.9,-37.8,Industrials,strong,down -3.0% today; 84% upside to target; historically bounced 100% of 3 similar dips (avg +8.3%),opportunity,near 52-week low (support test); strong-buy consensus,Accumulate,High,32.9,-3.0,-25.8,6.88,,282.8,259.75,313.53,520.9091,10.33,True,10,2828.0,Sell 2026-10-16 $290 call ~$11.10 (62% ann.),Sell 2026-10-16 $280 put ~$12.10 (69% ann.)
TREE,"LendingTree, Inc.",67.7,A,113.3,133.2,0.667,14.17,3,-45.8,-42.9,Financial Services,strong,down -10.9% today; 133% upside to target; historically bounced 67% of 3 similar dips (avg +14.2%),opportunity,near 52-week low (support test); small cap (thinner liquidity); high beta (2.1),Accumulate,High,29.2,-10.9,-22.5,1.27,,24.01,21.92,26.8,56.0,15.31,True,119,2857.19,Sell 2026-10-16 $25 call ~$1.07 (71% ann.),Sell 2026-10-16 $22 put ~$0.68 (48% ann.)
BOOT,"Boot Barn Holdings, Inc.",67.4,A,65.1,76.6,0.667,0.46,3,-34.2,-26.8,Consumer Cyclical,,no meaningful dip today,opportunity,high short interest (12%); near 52-week low (support test); strong-buy consensus,Accumulate,High,30.6,0.9,-22.5,2.34,,125.4,116.29,137.53,221.5,10.55,True,27,3385.8,Sell 2026-10-16 $130 call ~$4.40 (56% ann.),Sell 2026-10-16 $125 put ~$5.75 (73% ann.)
FICO,Fair Isaac Corporation,66.3,A,37.4,62.4,0.5,5.23,2,-30.1,-31.2,Technology,moderate,down -4.4% today; 62% upside to target; limited dip history,opportunity,high short interest (10%); near 52-week low (support test),Accumulate,Medium,30.7,-4.4,-24.2,2.39,,883.74,810.0,982.07,1434.8932,7.47,True,3,2651.22,Sell 2026-10-16 $890 call ~$43.00 (77% ann.),Sell 2026-10-16 $880 put ~$43.85 (79% ann.)
Z,"Zillow Group, Inc.",65.3,A,36.4,60.7,0.5,-0.8,2,-12.9,-13.5,Communication Services,moderate,down -6.6% today; 61% upside to target; limited dip history,opportunity,near 52-week low (support test); high beta (2.0),Accumulate,Medium,34.3,-6.6,-22.7,2.81,,28.63,26.33,31.7,46.0,7.55,True,108,3092.04,Sell 2026-10-16 $30 call ~$1.10 (61% ann.),Sell 2026-10-16 $28 put ~$0.88 (50% ann.)
YELP,Yelp Inc.,64.7,A,24.1,40.1,1.0,7.94,2,-30.1,-30.7,Communication Services,moderate,down -7.6% today; 40% upside to target; limited dip history,opportunity,high short interest (28%); near 52-week low (support test); small cap (thinner liquidity),Accumulate,Medium,24.0,-7.6,-24.8,1.47,,17.93,16.5,19.84,25.125,5.03,True,174,3119.82,Sell 2026-10-16 $19 call ~$0.43 (38% ann.),Sell 2026-10-16 $17 put ~$0.42 (40% ann.)
