ticker,company,score,quality_grade,expected_gain_%,analyst_upside_%,hist_win_rate,hist_avg_return_%,hist_trades,rs_vs_spy,rs_vs_sector,sector,csp_signal,csp_reason,profile,risk_flags,action,confidence,rsi,day_%,month_%,revenue_$B,institutional_%,entry,stop_loss,target1,target2,risk_reward,rr_pass,suggested_shares,position_value,covered_call,cash_secured_put
SNDK,Sandisk Corporation,79.0,A,36.9,61.5,0.5,7.53,2,-12.8,-13.1,Technology,,no meaningful dip today,opportunity,strong-buy consensus; golden-cross regime; R:R 1.33 below 1.5 floor,Buy,Medium,44.1,2.7,-27.6,20.25,,1271.89,1020.52,1607.03,2053.5,1.33,False,,,Sell 2026-08-14 $1275 call ~$43.75 (419% ann.),Sell 2026-08-14 $1270 put ~$52.25 (501% ann.)
RSI,"Rush Street Interactive, Inc.",76.8,A,36.1,42.5,0.5,8.33,2,-11.8,-7.3,Consumer Cyclical,,no meaningful dip today,opportunity,strong-buy consensus; golden-cross regime; R:R 1.33 below 1.5 floor,Buy,High,33.4,2.2,-24.6,1.37,,25.26,23.04,28.22,36.0,1.33,False,112.0,2829.12,Sell 2026-08-21 $30 call ~$0.15 (22% ann.),Sell 2026-08-21 $25 put ~$0.65 (95% ann.)
EXTR,"Extreme Networks, Inc.",73.3,B,23.7,39.6,0.0,-5.28,3,-7.7,-7.9,Technology,,no meaningful dip today,opportunity,strong-buy consensus; golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,Medium,33.2,2.0,-27.3,1.28,,24.0,21.54,27.27,33.5,1.33,False,101.0,2424.0,Sell 2026-08-21 $24 call ~$0.72 (110% ann.),Sell 2026-08-21 $24 put ~$0.82 (125% ann.)
SIMO,Silicon Motion Technology Corpo,73.0,A,46.6,54.8,0.667,0.12,3,-19.1,-19.4,Technology,strong,down -2.2% today; uptrend intact (above EMA200); 55% upside to target; historically bounced 67% of 3 similar dips (avg +0.1%),opportunity,negative free cash flow; strong-buy consensus; golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,High,40.8,-2.2,-26.7,1.31,,225.56,185.37,279.15,349.27274,1.33,False,6.0,1353.36,Sell 2026-08-21 $230 call ~$10.50 (170% ann.),Sell 2026-08-21 $220 put ~$9.75 (162% ann.)
PENG,"Penguin Solutions, Inc.",69.5,C,17.8,29.6,1.0,4.43,1,11.1,10.9,Technology,,no meaningful dip today,opportunity,high short interest (27%); negative free cash flow; high beta (2.9); golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,Medium,49.0,3.9,-26.3,1.5,,57.31,48.13,69.55,74.28571,1.33,False,27.0,1547.37,Sell 2026-08-21 $60 call ~$2.95 (188% ann.),Sell 2026-08-21 $55 put ~$2.50 (166% ann.)
APP,Applovin Corporation,69.3,A,60.6,71.3,0.75,8.76,4,-37.5,-30.1,Communication Services,strong,down -3.7% today; 71% upside to target; historically bounced 75% of 4 similar dips (avg +8.8%),opportunity,near 52-week low (support test / falling knife); high beta (2.5); strong-buy consensus; R:R 1.33 below 1.5 floor,Accumulate,High,29.4,-3.7,-27.3,6.83,,326.33,286.14,379.91,559.0,1.33,False,6.0,1957.98,Sell 2026-08-14 $328 call ~$7.70 (287% ann.),Sell 2026-08-14 $325 put ~$6.60 (247% ann.)
ASTH,Astrana Health Inc.,67.0,B,34.8,40.9,0.667,6.47,6,-13.3,-26.4,Healthcare,strong,down -4.4% today; uptrend intact (above EMA200); 41% upside to target; historically bounced 67% of 6 similar dips (avg +6.5%),opportunity,high short interest (10%); small cap (thinner liquidity); strong-buy consensus; golden-cross regime; R:R 1.34 below 1.5 floor,Accumulate,High,38.0,-4.4,-26.9,3.84,,35.83,32.7,40.02,50.5,1.34,False,79.0,2830.57,Sell 2026-08-21 $40 call ~$0.52 (53% ann.),Sell 2026-08-21 $35 put ~$1.35 (141% ann.)
CHRW,"C.H. Robinson Worldwide, Inc.",66.8,A,23.0,38.3,0.0,0.0,0,-14.0,-15.6,Industrials,moderate,down -2.5% today; 38% upside to target; limited dip history,opportunity,golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,Medium,30.0,-2.5,-27.6,17.0,,144.59,133.69,159.12,199.92,1.33,False,22.0,3180.98,Sell 2026-08-21 $145 call ~$4.35 (110% ann.),Sell 2026-08-21 $140 put ~$1.65 (43% ann.)
ICHR,Ichor Holdings,66.2,B,39.1,46.0,0.667,3.71,6,-16.7,-16.9,Technology,,no meaningful dip today,opportunity,high beta (1.9); strong-buy consensus; golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,High,40.3,1.3,-30.8,1.01,,65.64,53.26,82.14,95.85714,1.33,False,20.0,1312.8,Sell 2026-08-21 $68 call ~$3.85 (214% ann.),Sell 2026-08-21 $65 put ~$3.45 (194% ann.)
TTD,"The Trade Desk, Inc.",63.5,A,-0.2,-0.5,0.429,-0.18,7,-37.7,-30.3,Communication Services,,no meaningful dip today,opportunity,high short interest (20%); near 52-week low (support test / falling knife); trades above analyst target; R:R 1.32 below 1.5 floor,Accumulate,Low,29.4,2.2,-27.7,2.99,,13.69,11.84,16.14,13.62,1.32,False,135.0,1848.15,Sell 2026-08-14 $14 call ~$0.21 (187% ann.),Sell 2026-08-14 $14 put ~$0.22 (198% ann.)
